#Top: top_wrapper   Floorplan: impl_1   Part: xc7a200tlffg1156-2L
#Generated by: berkb   on: Fri Aug 23 12:15:25 2024
#Build: Vivado v2020.1   by: xbuild   on: Wed May 27 19:54:35 MDT 2020
#Package Version: FINAL 2012-08-07
#Package Pin Delay Version: VERS. 2.0 2012-08-07

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Voh,DC_BIAS,Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
32,AP8,IOB_X1Y17,IO_L16N_T2_32,135.251,136.611,,,input_time_series_V_data_0_V_TDATA[8],IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AN7,IOB_X1Y16,IO_L17P_T2_32,134.362,135.712,,,input_time_series_V_data_0_V_TDATA[7],IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AN6,IOB_X1Y15,IO_L17N_T2_32,133.218,134.556,,,input_time_series_V_data_0_V_TDATA[6],IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AN9,IOB_X1Y14,IO_L18P_T2_32,126.162,127.430,,,input_time_series_V_data_0_V_TDATA[5],IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AP9,IOB_X1Y13,IO_L18N_T2_32,131.513,132.835,,,input_time_series_V_data_0_V_TDATA[4],IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AJ10,IOB_X1Y12,IO_L19P_T3_32,92.463,93.392,,,input_time_series_V_data_0_V_TDATA[3],IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AK10,IOB_X1Y11,IO_L19N_T3_VREF_32,95.175,96.132,,,input_time_series_V_data_0_V_TDATA[2],IN,,,LVCMOS18,,,,,,,,,,,,,,,
33,AE2,IOB_X1Y92,IO_L4P_T0_33,136.255,137.625,,,input_time_series_V_data_0_V_TDATA[1],IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AP11,IOB_X1Y10,IO_L20P_T3_32,127.344,128.624,,,input_time_series_V_data_0_V_TDATA[0],IN,,,LVCMOS18,,,,,,,,,,,,,,,
34,V8,IOB_X1Y145,IO_L2N_T0_34,75.373,76.131,,,ALE,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AL8,IOB_X1Y0,IO_25_32,128.760,130.054,,,CE_N,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AM10,IOB_X1Y1,IO_L24N_T3_32,111.047,112.163,,,CLE,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AL10,IOB_X1Y2,IO_L24P_T3_32,103.550,104.590,,,IO_OE,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AL4,IOB_X1Y30,IO_L10P_T1_32,144.957,146.413,,,RB_N,IN,,,LVCMOS18,,,,,,,,,,,,,,,
33,AF10,IOB_X1Y50,IO_25_33,82.936,83.770,,,RE_N,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AK11,IOB_X1Y3,IO_L23N_T3_32,94.266,95.214,,,WE_N,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AJ11,IOB_X1Y4,IO_L23P_T3_32,95.033,95.988,,,WP_N,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,V4,IOB_X1Y128,IO_L11P_T1_SRCC_34,119.211,120.409,,,ap_clk,IN,,,LVCMOS18,,,,,,,,,,,,,,,
33,AE10,IOB_X1Y51,IO_L24N_T3_33,77.987,78.771,,,ap_done,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
33,AD10,IOB_X1Y52,IO_L24P_T3_33,77.198,77.974,,,ap_idle,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
34,V9,IOB_X1Y146,IO_L2P_T0_34,69.730,70.431,,,ap_ready,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AP5,IOB_X1Y31,IO_L9N_T1_DQS_32,164.286,165.938,,,ap_rst_n,IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AP6,IOB_X1Y32,IO_L9P_T1_DQS_32,168.591,170.285,,,ap_start,IN,,,LVCMOS18,,,,,,,,,,,,,,,
34,Y10,IOB_X1Y147,IO_L1N_T0_34,83.604,84.444,,,buf_rd_write,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AN11,IOB_X1Y5,IO_L22N_T3_32,113.558,114.700,,,busy,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AM11,IOB_X1Y6,IO_L22P_T3_32,107.590,108.672,,,cpu_if_access_complete,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AM9,IOB_X1Y7,IO_L21N_T3_DQS_32,112.451,113.581,,,cpu_if_access_ready,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AK5,IOB_X1Y33,IO_L8N_T1_32,136.890,138.266,,,cpu_if_access_request,IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AJ5,IOB_X1Y34,IO_L8P_T1_32,133.404,134.744,,,cpu_if_command_valid,IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AP4,IOB_X1Y35,IO_L7N_T1_32,166.415,168.087,,,cpu_if_data_rw,IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AN4,IOB_X1Y36,IO_L7P_T1_32,155.380,156.942,,,cpu_if_data_wp,IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AL9,IOB_X1Y8,IO_L21P_T3_DQS_32,110.857,111.971,,,encoded_data_valid,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AP10,IOB_X1Y9,IO_L20N_T3_32,124.696,125.950,,,input_time_series_V_data_0_V_TREADY,OUT,,,LVCMOS18,12,,,SLOW,,,,,,,,,FP_VTT_50,,
32,AL3,IOB_X1Y37,IO_L6N_T0_VREF_32,147.603,149.087,,,input_time_series_V_data_0_V_TVALID,IN,,,LVCMOS18,,,,,,,,,,,,,,,
32,AK3,IOB_X1Y38,IO_L6P_T0_32,142.272,143.702,,,reset_onfi,IN,,,LVCMOS18,,,,,,,,,,,,,,,
0,U18,IPAD_X0Y30,VP_0,56.339,56.906,,,,,,,,,,,,,,,,,,,,,,
0,V17,IPAD_X0Y31,VN_0,66.306,66.973,,,,,,,,,,,,,,,,,,,,,,
0,W17,,DXN_0,88.509,89.398,,,,,,,,,,,,,,,,,,,,,,
0,T18,,VCCADC_0,,,,,,,,,,,,,,,,,,,,,,,,
0,T17,,GNDADC_0,,,,,,,,,,,,,,,,,,,,,,,,
0,W18,,DXP_0,77.001,77.775,,,,,,,,,,,,,,,,,,,,,,
0,U17,,VREFN_0,66.288,66.954,,,,,,,,,,,,,,,,,,,,,,
0,V18,,VREFP_0,64.171,64.816,,,,,,,,,,,,,,,,,,,,,,
0,K13,,VCCBATT_0,156.995,158.573,,,,,,,,,,,,,,,,,,,,,,
0,W11,,CCLK_0,123.803,125.047,,,,,,,,,,,,,,,,,,,,,,
0,AE12,,TCK_0,135.674,137.038,,,,,,,,,,,,,,,,,,,,,,
0,AE13,,TMS_0,131.318,132.638,,,,,,,,,,,,,,,,,,,,,,
0,AD13,,TDO_0,124.005,125.251,,,,,,,,,,,,,,,,,,,,,,
0,AE14,,TDI_0,131.479,132.801,,,,,,,,,,,,,,,,,,,,,,
0,V11,,INIT_B_0,127.821,129.105,,,,,,,,,,,,,,,,,,,,,,
0,N11,,PROGRAM_B_0,172.787,174.523,,,,,,,,,,,,,,,,,,,,,,
0,M12,,CFGBVS_0,172.823,174.559,,,,,,,,,,,,,,,,,,,,,CFGBVS_0,
0,P11,,DONE_0,158.329,159.921,,,,,,,,,,,,,,,,,,,,,,
0,K21,,M2_0,91.664,92.585,,,,,,,,,,,,,,,,,,,,,,
0,L22,,M0_0,94.532,95.482,,,,,,,,,,,,,,,,,,,,,,
0,K22,,M1_0,95.268,96.225,,,,,,,,,,,,,,,,,,,,,,
0,L13,,VCCO_0,,,,,,,,,,,,,,,,,,,,,,,VCCO_0,
0,T11,,VCCO_0,,,,,,,,,,,,,,,,,,,,,,,VCCO_0,
12,AJ27,,VCCO_12,,,,,,,,,,,,,,,,,,,,,,,VCCO_12,1.80
12,AK34,,VCCO_12,,,,,,,,,,,,,,,,,,,,,,,VCCO_12,1.80
12,AL31,,VCCO_12,,,,,,,,,,,,,,,,,,,,,,,VCCO_12,1.80
12,AM28,,VCCO_12,,,,,,,,,,,,,,,,,,,,,,,VCCO_12,1.80
12,AN25,,VCCO_12,,,,,,,,,,,,,,,,,,,,,,,VCCO_12,1.80
12,AP32,,VCCO_12,,,,,,,,,,,,,,,,,,,,,,,VCCO_12,1.80
13,AC25,,VCCO_13,,,,,,,,,,,,,,,,,,,,,,,VCCO_13,1.80
13,AD32,,VCCO_13,,,,,,,,,,,,,,,,,,,,,,,VCCO_13,1.80
13,AE29,,VCCO_13,,,,,,,,,,,,,,,,,,,,,,,VCCO_13,1.80
13,AF26,,VCCO_13,,,,,,,,,,,,,,,,,,,,,,,VCCO_13,1.80
13,AG33,,VCCO_13,,,,,,,,,,,,,,,,,,,,,,,VCCO_13,1.80
13,AH30,,VCCO_13,,,,,,,,,,,,,,,,,,,,,,,VCCO_13,1.80
14,V30,,VCCO_14,,,,,,,,,,,,,,,,,,,,,,,VCCO_14,1.80
14,W27,,VCCO_14,,,,,,,,,,,,,,,,,,,,,,,VCCO_14,1.80
14,Y24,,VCCO_14,,,,,,,,,,,,,,,,,,,,,,,VCCO_14,1.80
14,Y34,,VCCO_14,,,,,,,,,,,,,,,,,,,,,,,VCCO_14,1.80
14,AA31,,VCCO_14,,,,,,,,,,,,,,,,,,,,,,,VCCO_14,1.80
14,AB28,,VCCO_14,,,,,,,,,,,,,,,,,,,,,,,VCCO_14,1.80
15,M28,,VCCO_15,,,,,,,,,,,,,,,,,,,,,,,VCCO_15,1.80
15,N25,,VCCO_15,,,,,,,,,,,,,,,,,,,,,,,VCCO_15,1.80
15,P32,,VCCO_15,,,,,,,,,,,,,,,,,,,,,,,VCCO_15,1.80
15,R29,,VCCO_15,,,,,,,,,,,,,,,,,,,,,,,VCCO_15,1.80
15,T26,,VCCO_15,,,,,,,,,,,,,,,,,,,,,,,VCCO_15,1.80
15,U33,,VCCO_15,,,,,,,,,,,,,,,,,,,,,,,VCCO_15,1.80
16,G33,,VCCO_16,,,,,,,,,,,,,,,,,,,,,,,VCCO_16,1.80
16,H30,,VCCO_16,,,,,,,,,,,,,,,,,,,,,,,VCCO_16,1.80
16,J27,,VCCO_16,,,,,,,,,,,,,,,,,,,,,,,VCCO_16,1.80
16,K24,,VCCO_16,,,,,,,,,,,,,,,,,,,,,,,VCCO_16,1.80
16,K34,,VCCO_16,,,,,,,,,,,,,,,,,,,,,,,VCCO_16,1.80
16,L31,,VCCO_16,,,,,,,,,,,,,,,,,,,,,,,VCCO_16,1.80
17,A31,,VCCO_17,,,,,,,,,,,,,,,,,,,,,,,VCCO_17,
17,B28,,VCCO_17,,,,,,,,,,,,,,,,,,,,,,,VCCO_17,
17,C25,,VCCO_17,,,,,,,,,,,,,,,,,,,,,,,VCCO_17,
17,D32,,VCCO_17,,,,,,,,,,,,,,,,,,,,,,,VCCO_17,
17,E29,,VCCO_17,,,,,,,,,,,,,,,,,,,,,,,VCCO_17,
17,F26,,VCCO_17,,,,,,,,,,,,,,,,,,,,,,,VCCO_17,
32,AJ9,IOB_X1Y49,IO_0_32,104.954,106.008,,,,,,,,,,,,,,,,,,,,,,
32,AN1,IOB_X1Y48,IO_L1P_T0_32,170.160,171.870,,,,,,,,,,,,,,,,,,,,,,
32,AP1,IOB_X1Y47,IO_L1N_T0_32,179.655,181.461,,,,,,,,,,,,,,,,,,,,,,
32,AK2,IOB_X1Y46,IO_L2P_T0_32,155.002,156.560,,,,,,,,,,,,,,,,,,,,,,
32,AK1,IOB_X1Y45,IO_L2N_T0_32,166.264,167.935,,,,,,,,,,,,,,,,,,,,,,
32,AM2,IOB_X1Y44,IO_L3P_T0_DQS_32,161.891,163.519,,,,,,,,,,,,,,,,,,,,,,
32,AN2,IOB_X1Y43,IO_L3N_T0_DQS_32,165.946,167.614,,,,,,,,,,,,,,,,,,,,,,
32,AL2,IOB_X1Y42,IO_L4P_T0_32,158.907,160.505,,,,,,,,,,,,,,,,,,,,,,
32,AM1,IOB_X1Y41,IO_L4N_T0_32,172.924,174.662,,,,,,,,,,,,,,,,,,,,,,
32,AN3,IOB_X1Y40,IO_L5P_T0_32,157.287,158.867,,,,,,,,,,,,,,,,,,,,,,
32,AP3,IOB_X1Y39,IO_L5N_T0_32,167.425,169.107,,,,,,,,,,,,,,,,,,,,,,
32,AJ2,,VCCO_32,,,,,,,,,,,,,,,,,,,,,,,VCCO_32,1.80
32,AK9,,VCCO_32,,,,,,,,,,,,,,,,,,,,,,,VCCO_32,1.80
32,AL6,,VCCO_32,,,,,,,,,,,,,,,,,,,,,,,VCCO_32,1.80
32,AM3,,VCCO_32,,,,,,,,,,,,,,,,,,,,,,,VCCO_32,1.80
32,AN10,,VCCO_32,,,,,,,,,,,,,,,,,,,,,,,VCCO_32,1.80
32,AP7,,VCCO_32,,,,,,,,,,,,,,,,,,,,,,,VCCO_32,1.80
33,AD7,,VCCO_33,,,,,,,,,,,,,,,,,,,,,,,VCCO_33,1.80
33,AE4,,VCCO_33,,,,,,,,,,,,,,,,,,,,,,,VCCO_33,1.80
33,AF1,,VCCO_33,,,,,,,,,,,,,,,,,,,,,,,VCCO_33,1.80
33,AF11,,VCCO_33,,,,,,,,,,,,,,,,,,,,,,,VCCO_33,1.80
33,AG8,,VCCO_33,,,,,,,,,,,,,,,,,,,,,,,VCCO_33,1.80
33,AH5,,VCCO_33,,,,,,,,,,,,,,,,,,,,,,,VCCO_33,1.80
34,V5,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,1.80
34,W2,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,1.80
34,Y9,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,1.80
34,AA6,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,1.80
34,AB3,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,1.80
34,AC10,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,1.80
35,M3,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,1.80
35,N10,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,1.80
35,P7,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,1.80
35,R4,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,1.80
35,T1,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,1.80
35,U8,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,1.80
36,H12,IOB_X1Y249,IO_0_36,61.240,61.855,,,,,,,,,,,,,,,,,,,,,,
36,L12,IOB_X1Y248,IO_L1P_T0_36,62.547,63.176,,,,,,,,,,,,,,,,,,,,,,
36,F1,,VCCO_36,,,,,,,,,,,,,,,,,,,,,,,VCCO_36,1.80
36,G8,,VCCO_36,,,,,,,,,,,,,,,,,,,,,,,VCCO_36,1.80
36,H5,,VCCO_36,,,,,,,,,,,,,,,,,,,,,,,VCCO_36,1.80
36,J2,,VCCO_36,,,,,,,,,,,,,,,,,,,,,,,VCCO_36,1.80
36,J12,,VCCO_36,,,,,,,,,,,,,,,,,,,,,,,VCCO_36,1.80
36,K9,,VCCO_36,,,,,,,,,,,,,,,,,,,,,,,VCCO_36,1.80
36,L6,,VCCO_36,,,,,,,,,,,,,,,,,,,,,,,VCCO_36,1.80
37,A6,,VCCO_37,,,,,,,,,,,,,,,,,,,,,,,VCCO_37,
37,B3,,VCCO_37,,,,,,,,,,,,,,,,,,,,,,,VCCO_37,
37,C10,,VCCO_37,,,,,,,,,,,,,,,,,,,,,,,VCCO_37,
37,D7,,VCCO_37,,,,,,,,,,,,,,,,,,,,,,,VCCO_37,
37,E4,,VCCO_37,,,,,,,,,,,,,,,,,,,,,,,VCCO_37,
37,F11,,VCCO_37,,,,,,,,,,,,,,,,,,,,,,,VCCO_37,
113,AN13,OPAD_X1Y7,MGTPTXP3_113,137.272,138.652,,,,,,,,,,,,,,,,,,,,,,
113,AJ13,IPAD_X2Y25,MGTPRXP3_113,98.836,99.829,,,,,,,,,,,,,,,,,,,,,,
113,AP13,OPAD_X1Y6,MGTPTXN3_113,138.247,139.637,,,,,,,,,,,,,,,,,,,,,,
113,AK13,IPAD_X2Y24,MGTPRXN3_113,100.643,101.655,,,,,,,,,,,,,,,,,,,,,,
113,AL14,OPAD_X1Y5,MGTPTXP2_113,108.061,109.147,,,,,,,,,,,,,,,,,,,,,,
113,AJ15,IPAD_X2Y19,MGTPRXP2_113,89.716,90.618,,,,,,,,,,,,,,,,,,,,,,
113,AM14,OPAD_X1Y4,MGTPTXN2_113,108.951,110.045,,,,,,,,,,,,,,,,,,,,,,
113,AK15,IPAD_X2Y18,MGTPRXN2_113,90.680,91.591,,,,,,,,,,,,,,,,,,,,,,
113,AG14,IPAD_X2Y8,MGTREFCLK0P_113,91.208,92.125,,,,,,,,,,,,,,,,,,,,,,
113,AH14,IPAD_X2Y9,MGTREFCLK0N_113,86.513,87.383,,,,,,,,,,,,,,,,,,,,,,
113,AH16,IPAD_X2Y11,MGTREFCLK1N_113,77.107,77.881,,,,,,,,,,,,,,,,,,,,,,
113,AG16,IPAD_X2Y10,MGTREFCLK1P_113,77.844,78.626,,,,,,,,,,,,,,,,,,,,,,
113,AN15,OPAD_X1Y3,MGTPTXP1_113,112.803,113.937,,,,,,,,,,,,,,,,,,,,,,
113,AL16,IPAD_X2Y7,MGTPRXP1_113,95.107,96.063,,,,,,,,,,,,,,,,,,,,,,
113,AP15,OPAD_X1Y2,MGTPTXN1_113,110.759,111.873,,,,,,,,,,,,,,,,,,,,,,
113,AM16,IPAD_X2Y6,MGTPRXN1_113,93.871,94.815,,,,,,,,,,,,,,,,,,,,,,
113,AN17,OPAD_X1Y1,MGTPTXP0_113,104.999,106.055,,,,,,,,,,,,,,,,,,,,,,
113,AJ17,IPAD_X2Y1,MGTPRXP0_113,74.732,75.483,,,,,,,,,,,,,,,,,,,,,,
113,AP17,OPAD_X1Y0,MGTPTXN0_113,105.394,106.454,,,,,,,,,,,,,,,,,,,,,,
113,AK17,IPAD_X2Y0,MGTPRXN0_113,72.852,73.584,,,,,,,,,,,,,,,,,,,,,,
116,B17,OPAD_X1Y15,MGTPTXP3_116,108.938,110.032,,,,,,,,,,,,,,,,,,,,,,
116,F17,IPAD_X2Y61,MGTPRXP3_116,75.859,76.622,,,,,,,,,,,,,,,,,,,,,,
116,A17,OPAD_X1Y14,MGTPTXN3_116,109.666,110.768,,,,,,,,,,,,,,,,,,,,,,
116,E17,IPAD_X2Y60,MGTPRXN3_116,75.314,76.071,,,,,,,,,,,,,,,,,,,,,,
116,B15,OPAD_X1Y13,MGTPTXP2_116,113.898,115.042,,,,,,,,,,,,,,,,,,,,,,
